name,ric,currency,org_permid,isin
DELTA ELECTRONICS,DELTA.BK,TB,4295892924.0,TH0528A10Z06
PTT,PTT.BK,TB,4295893306.0,TH0646010Z00
ADVANCED INFO SER.,ADVANC.BK,TB,4295892724.0,TH0268010Z03
GULF DEVELOPMENT,GULF.BK,TB,5093067205.0,THC903010005
AIRPORTS OF THAILAND,AOT.BK,TB,4295893398.0,TH0765010Z08
KRUNG THAI BANK,KTB.BK,TB,4295892709.0,TH0150010Z03
SCB X PUBLIC COMPANY LIMITED,SCB.BK,TB,5082464203.0,THA790010005
KASIKORNBANK,KBANK.BK,TB,4295893041.0,TH0016010009
BANGKOK BANK,BBL.BK,TB,4295893055.0,TH0001010006
CP ALL,CPALL.BK,TB,4295893157.0,TH0737010Y08
TRUE CORPORATION,TRUE.BK,TB,5083862495.0,THB231010000
PTT EXPLORATION & PRDN.,PTTEP.BK,TB,4295892969.0,TH0355A10Z04
BANGKOK DUSIT MED.SVS.,BDMS.BK,TB,4295892730.0,TH0264A10Z04
PTT OIL AND RETAIL BUSINESS,OR.BK,TB,5000011877.0,THA099010003
CENTRAL PATTANA,CPN.BK,TB,4295892911.0,TH0481B10Z00
PTT GLOBAL CHEMICAL,PTTGC.BK,TB,5036162966.0,TH1074010006
BANK OF AYUDHYA,BAY.BK,TB,4295893420.0,TH0023010000
BUMRUNGRAD HOSPITAL,BH.BK,TB,4295892973.0,TH0168A10Z01
CHAROEN POKPHAND FOODS,CPF.BK,TB,4295893175.0,TH0101A10Z01
CP AXTRA PUBLIC,CPAXT.BK,TB,5082937670.0,THC450010002
THAI AIRWAYS INTL.,THAI.BK,TB,4295893056.0,TH0245010002
MINOR INTERNATIONAL,MINT.BK,TB,4295893065.0,TH0128B10Z09
SIAM CEMENT,SCC.BK,TB,4295892800.0,TH0003010Z04
TMBTHANACHART BANK,TTB.BK,TB,4295893444.0,TH0068010Z07
BANGKOK EXPRESSWAY AND METRO,BEM.BK,TB,5048739751.0,TH6999010007
CENTRAL RETAIL CORPORATION,CRC.BK,TB,5071514472.0,TH9597010007
DIGITAL TELECOM.IFCF.,DIFu.BK,TB,5040699375.0,TH5097010000
GLOBAL POWER SYNERGY,GPSC.BK,TB,5038911471.0,TH6488010005
HOME PRODUCT CENTER,HMPRO.BK,TB,4295893069.0,TH0661010007
INDORAMA VENTURES,IVL.BK,TB,5000045221.0,TH1027010004
KRUNGTHAI CARD,KTC.BK,TB,4295893405.0,TH0689010Z00
SCG PACKAGING,SCGP.BK,TB,4295892742.0,TH0098010Y05
THAI LIFE INSURANCE,TLI.BK,TB,4297955610.0,THA848010007
THAI OIL,TOP.BK,TB,4295893454.0,TH0796010005
TISCO FINANCIAL GROUP,TISCO.BK,TB,4295892939.0,TH0999010Z03
3BB INTERNET INFRASTRUCTURE,3BBIFu.BK,TB,5044031235.0,TH6247010007
AE.THANA SINSAP (THAI.),AEONTS.BK,TB,4295893066.0,TH0664010Z03
AP (THAILAND),AP.BK,TB,4295893236.0,TH0308010Y08
ASSET WORLD,AWC.BK,TB,5070506389.0,TH9436010002
AXTRA FTE.CTY.FH.&. LH. REIT.TST.,AXTRARTu.BK,TB,5090740866.0,THC611010008
B GRIMM POWER,BGRIM.BK,TB,5001110722.0,TH7545010004
BANGCHAK CORPORATION ORS,BCP.BK,TB,4295892862.0,TH0420010Y01
BANGKOK AIRWAY,BA.BK,TB,5035496877.0,TH4403010002
BANGKOK CHAIN HOSPITAL,BCH.BK,TB,4295892745.0,TH0808010Y07
BANGKOK COMMERCIAL ASSET MANAGEMENT,BAM.BK,TB,5000839509.0,TH9479010000
BANGKOK LIFE ASSURANCE,BLA.BK,TB,4296679267.0,TH1016010007
BANPU,BANPU.BK,TB,4295892746.0,TH0148A10Z06
BCPG,BCPG.BK,TB,5046434762.0,TH7411010005
BETAGRO,BTG.BK,TB,5001219282.0,TH0612010007
BKI HOLDINGS,BKIH.BK,TB,5086797785.0,THC135010005
BTS GROUP HDG.,BTS.BK,TB,4295892710.0,TH0221B10Z05
CAL-COMP ELTN.(THAI.),CCET.BK,TB,4295893353.0,TH0639010Z05
CH KARNCHANG,CK.BK,TB,4295892919.0,TH0530010Z06
COM7,COM7.BK,TB,5045847525.0,TH6678010005
