name,ric,currency,org_permid,isin
CIPUTRA DEVELOPMENT,CTRA.JK,RI,4295874560.0,ID1000115306
CISARUA MOUNTAIN DAIRY,CMRY.JK,RI,5081381940.0,ID1000164700
CITA MINERAL INVESTINDO,CITA.JK,RI,4295874769.0,ID1000082803
DARMA HENWA,DEWA.JK,RI,4295874333.0,ID1000107303
DAYAMITRA TELEKOMUNIKASI,MTEL.JK,RI,4296974756.0,ID1000164205
DHARMA SATYA NUSANTARA,DSNG.JK,RI,5038901917.0,ID1000135809
ENERGI MEGA PERSADA,ENRG.JK,RI,4295874444.0,ID1000098304
FAP AGRI,FAPA.JK,RI,5079233944.0,ID1000158405
GARUDA INDONESIA (PERSERO),GIAA.JK,RI,4296105092.0,ID1000118300
GOLDEN FLOWER PT,POLU.JK,RI,5069475035.0,ID1000149206
GUDANG GARAM,GGRM.JK,RI,4295874572.0,ID1000068604
HARUM ENERGY,HRUM.JK,RI,5000156110.0,ID1000116601
INDIKA ENERGY,INDY.JK,RI,4298015071.0,ID1000110901
INDO TAMBANGRAYA MEGAH,ITMG.JK,RI,4295874335.0,ID1000108509
INDOSPRING,INDS.JK,RI,4295874611.0,ID1000072002
INDUSTRI JAMU DAN FSMN.,SIDO.JK,RI,5039926501.0,ID1000130305
J RES.ASIA PASIFIK,PSAB.JK,RI,4295874801.0,ID1000094709
JAPFA COMFEED INDONESIA,JPFA.JK,RI,4295874390.0,ID1000126907
JASA MARGA,JSMR.JK,RI,4295874760.0,ID1000108103
JAYA REAL PROPERTY,JRPT.JK,RI,4295874434.0,ID1000128903
JHONLIN AGRO RAYA PT TBK,JARR.JK,RI,5083150698.0,ID1000170202
KROM BANK INDONESIA,BBSI.JK,RI,5000933896.0,ID1000157100
MAP AKTIF ADIPERKASA,MAPA.JK,RI,5047640791.0,ID1000144108
MEDCO ENERGI INTL.,MEDC.JK,RI,4295874757.0,ID1000053705
MEDIKALOKA HERMINA,HEAL.JK,RI,5057778383.0,ID1000143100
METRO HEALTHCARE INDONESIA,CARE.JK,RI,5073497920.0,ID1000154909
METROPOLITAN KENTJANA,MKPI.JK,RI,4298536753.0,ID1000112808
MITRA ADIPERKASA,MAPI.JK,RI,4295874729.0,ID1000099807
MITRA KELUARGA KYST.,MIKA.JK,RI,5042941431.0,ID1000135700
MSIG LIFE INSURANCE INDONESIA,LIFE.JK,RI,5035088469.0,ID1000150600
NUSANTARA SAWIT SEJAHTERA,NSSS.JK,RI,5081412677.0,ID1000187503
PABRIK KERTAS TJIWIKIMIA,TKIM.JK,RI,4295874400.0,ID1000060403
PAKUWON JATI,PWON.JK,RI,4295874634.0,ID1000122500
PELAYARAN NASIONAL EKALYA PURNAMASAR,ELPI.JK,RI,5083235505.0,ID1000170905
PT ULTRAJAYA MILK IDS&TRG.CO.TBK,ULTJ.JK,RI,4295874643.0,ID1000063100
RMK ENERGY,RMKE.JK,RI,5081492708.0,ID1000164908
SARATOGA INVESTAMA SEDAYA,SRTG.JK,RI,4298359229.0,ID1000127707
SAWIT SUMBERMAS SARANA,SSMS.JK,RI,5040248897.0,ID1000130008
SEMEN INDONESIA (PERSERO),SMGR.JK,RI,4295874376.0,ID1000106800
SENTUL CITY,BKSL.JK,RI,4295874675.0,ID1000104201
SIANTAR TOP,STTP.JK,RI,4295874698.0,ID1000079502
SILOAM INTL.HOSPS.,SILO.JK,RI,5035438281.0,ID1000129208
SMART,SMAR.JK,RI,4295874404.0,ID1000101504
SOHO GLOBAL HEALTH,SOHO.JK,RI,5044253935.0,ID1000157506
SOLUSI SINERGI DIGITAL,WIFI.JK,RI,5079236651.0,ID1000158504
SUPER BANK INDONESIA,SUPA.JK,RI,5081477013.0,ID1000212608
SURYA CITRA MEDIA,SCMA.JK,RI,4295874739.0,ID1000125305
TIMAH,TINS.JK,RI,4295874469.0,ID1000111800
TOWER BERSAMA INFR.,TBIG.JK,RI,5000790364.0,ID1000116908
VKTR TEKNOLOGI MOBILITAS,VKTR.JK,RI,5083446976.0,ID1000190309
YUPI INDO JELLY GUM,YUPI.JK,RI,5052521382.0,ID1000209802
ALLO BANK INDONESIA,BBHI.JK,RI,5001166732.0,ID1000135304
ARKORA HYDRO,ARKO.JK,RI,5052522831.0,ID1000168909
AVIA AVIAN PT,AVIA.JK,RI,5054811543.0,ID1000165004
BANGUN KOSAMBI SUKSES,CBDK.JK,RI,5090779805.0,ID1000208309
BANK KB INDONESIA,BBKP.JK,RI,4295874577.0,ID1000103609
BANK SMBC INDONESIA,BTPN.JK,RI,5067949619.0,ID1000118508
BANK TABUNGAN NEGARA (PERSERO),BBTN.JK,RI,5000010593.0,ID1000113707
BUKALAPAK COM,BUKA.JK,RI,5041064273.0,ID1000162001
BUKIT ASAM,PTBA.JK,RI,4295874497.0,ID1000094006
DAYA INTIGUNA YASA,MDIY.JK,RI,5090730364.0,ID1000207608
ICT.TUNGGAL PRAKARSA,INTP.JK,RI,4295874363.0,ID1000061302
INDOKRIPTO KOIN SEMESTA,COIN.JK,RI,5095915936.0,ID1000211105
MNC DIGITAL ENTERTAINMENT,MSIN.JK,RI,5063746068.0,ID1000143605
PACIFIC STRATEGIC FINL.,APIC.JK,RI,4295874650.0,ID1000101009
RAHARJA ENERGI CEPU,RATU.JK,RI,5003435684.0,ID1000208101
RUKUN RAHARJA,RAJA.JK,RI,4295874467.0,ID1000094105
SARANA MENARA NUSANTARA,TOWR.JK,RI,4298117011.0,ID1000128804
TRIPUTRA AGRO PERSADA,TAPG.JK,RI,5001210801.0,ID1000160302
ALFA ENERGI INVESTAMA TBK,FIRE.JK,RI,5055954606.0,ID1000139009
GRAHA MITRA ASAI,RELF.JK,RI,5086612198.0,ID1000190705
HOTEL SAHID JAYA,SHID.JK,RI,4295874615.0,ID1000068505
VERONA INDAH PICTURES,VERN.JK,RI,5090629874.0,ID1000206303
CIPTA PERDANA LANCAR,PART.JK,RI,5081914169.0,ID1000204902
MULTI MAKMUR LEMINDO,PIPA.JK,RI,5084947429.0,ID1000187909
ABADI NUSANTARA HIJAU INVESTAMA,PACK.JK,RI,5083807230.0,ID1000185002
ABM INVESTAMA,ABMM.JK,RI,5035167431.0,ID1000121502
ACE OLDFIELDS,KUAS.JK,RI,5036797310.0,ID1000163702
ACSET INDONUSA,ACST.JK,RI,5037654709.0,ID1000127509
ADHI COMMUTER PROPERTI,ADCP.JK,RI,5067169641.0,ID1000166309
ADHI KARTIKO PRATAMA,NICE.JK,RI,5086950085.0,ID1000200900
ADHI KARYA PERSERO,ADHI.JK,RI,4295874772.0,ID1000097207
ADI SARANA ARMADA,ASSA.JK,RI,5037659411.0,ID1000125800
ADIRA DINAMIKA MLT.FIN.,ADMF.JK,RI,4295874780.0,ID1000097504
AGRO BAHARI NUSANTARA,UDNG.JK,RI,5086814667.0,ID1000199003
AGRO YASA LESTARI,AYLS.JK,RI,5072794767.0,ID1000154404
AGUNG MENJANGAN MAS,AMMS.JK,RI,5083349767.0,ID1000170301
AGUNG PODOMORO LAND,APLN.JK,RI,5001191190.0,ID1000117104
AGUNG SEMESTA SEJAHTERA,TARA.JK,RI,5042957946.0,ID1000132202
AKASHA WIRA INTL.,ADES.JK,RI,4295874664.0,ID1000067606
AKBAR INDO MAKMUR STIMEC,AIMS.JK,RI,4295874500.0,ID1000071202
ALAKASA INDUSTRINDO,ALKA.JK,RI,4295874397.0,ID1000076904
ALAM SUTERA REALTY,ASRI.JK,RI,4295874487.0,ID1000108400
ALUMINDO LT.MTL.IND. SUSP - SUSP.30/10/24,ALMI.JK,RI,4295874659.0,ID1000130909
AMAN AGRINDO,GULA.JK,RI,5083170062.0,ID1000170400
ANABATIC TECHNOLOGIES,ATIC.JK,RI,5046047248.0,ID1000134505
ANCORA INDONESIA RES.,OKAS.JK,RI,4295874357.0,ID1000103302
ANDALAN SAKTI PRIMAINDO,ASPI.JK,RI,5073156896.0,ID1000154602
ANDIRA AGRO,ANDI.JK,RI,5065297296.0,ID1000145105
ANUGERAH KAGUM KARYA UTAMA,AKKU.JK,RI,4295874753.0,ID1000099609
ANUGERAH SPAREPARTS SEJAHTERA,AEGS.JK,RI,5086760783.0,ID1000197908
APEXINDO PRATAMA DUTA,APEX.JK,RI,4295874793.0,ID1000091309
ARGO PANTES,ARGO.JK,RI,4295874451.0,ID1000083702
ARITA PRIMA INDONESIA,APII.JK,RI,4297339223.0,ID1000129406
ARKADIA DIGITAL MEDIA,DIGI.JK,RI,5064692344.0,ID1000145402
ARKHA JAYANTI PERSADA,ARKA.JK,RI,5067496450.0,ID1000150501
ARMADA BERJAYA TRANS,JAYA.JK,RI,5067496959.0,ID1000148109
ARMIDIAN KARYATAMA SUSP - SUSP.02/12/19,ARMY.JK,RI,5042267719.0,ID1000139603
ARSY BUANA TRAVELINDO,HAJJ.JK,RI,5083850672.0,ID1000187800
ARWANA CITRAMULIA,ARNA.JK,RI,4295874798.0,ID1000128309
ASAHIMAS FLAT GLASS,AMFG.JK,RI,4295874449.0,ID1000084601
ASHMORE ASSET MANAGEMENT INDONESIA,AMOR.JK,RI,5038065207.0,ID1000153703
ASIA PACIFIC FIBERS,POLY.JK,RI,4295874395.0,ID1000110208
ASIA SEJAHTERA MINA,AGAR.JK,RI,5071525433.0,ID1000152507
ASIAPLAST INDUSTRIES,APLI.JK,RI,4295874531.0,ID1000059405
ASRI KARYA LESTARI,ASLI.JK,RI,5086933907.0,ID1000200702
ASTRA GRAPHIA,ASGR.JK,RI,4295874523.0,ID1000066103
ASTRA OTOPARTS,AUTO.JK,RI,4295874752.0,ID1000119704
ASURANSI BINA DANA ARTA,ABDA.JK,RI,4295874418.0,ID1000073406
ASURANSI BINTANG,ASBI.JK,RI,4295874532.0,ID1000058506
ASURANSI DIGITAL BERSAMA,YOII.JK,RI,5090752739.0,ID1000208002
ASURANSI HARTA AMAN PRA.,AHAP.JK,RI,4295874654.0,ID1000095805
ASURANSI JASA TANIA,ASJT.JK,RI,4295874796.0,ID1000135205
ASURANSI MAXIMUS GRAHA PERSADA,ASMI.JK,RI,5035581846.0,ID1000130602
ASURANSI RAMAYANA,ASRM.JK,RI,4295874408.0,ID1000079700
ASURANSI TUGU PRATAMA INDONESIA,TUGU.JK,RI,5063771509.0,ID1000143506
ATELIERS MECANIQUES D INDONESIE,AMIN.JK,RI,4296687701.0,ID1000136302
ATLANTIS SUBSEA INDONESIA,ATLA.JK,RI,5087135973.0,ID1000203607
AUSTINDO NUSANTA JAYA,ANJT.JK,RI,5001189282.0,ID1000270002
AVIANA SINAR ABADI,IRSX.JK,RI,5083785588.0,ID1000184401
AYANA LAND INTERNATIONAL,NASA.JK,RI,5056391734.0,ID1000140205
BAKRIE SUMATERA PLTNS.,UNSP.JK,RI,4295874515.0,ID1000099708
BAKRIE TELECOM SUSP - SUSP.27/05/19,BTEL.JK,RI,4295874401.0,ID1000103005
BAKRIELAND DEVELOPMENT,ELTY.JK,RI,4295874521.0,ID1000088701
BANK AMAR INDONESIA,AMAR.JK,RI,5035305188.0,ID1000153406
BANK ARTHA GRAHA INTSL.,INPC.JK,RI,4295874635.0,ID1000105505
BANK BTPN SYARIAH,BTPS.JK,RI,5001080185.0,ID1000142805
BANK BUMI ARTA,BNBA.JK,RI,4295874736.0,ID1000103401
BANK CAPITAL INDO.,BACA.JK,RI,4295874774.0,ID1000107402
BANK IBK INDONESIA,AGRS.JK,RI,5000758978.0,ID1000133309
BANK JTRUST INDO.TBK.,BCIC.JK,RI,4295874672.0,ID1000100407
BANK MASPION INDONESIA,BMAS.JK,RI,5000933935.0,ID1000128200
BANK MAYAPADA INTSL.,MAYA.JK,RI,4295874496.0,ID1000055205
BANK MULTIARTA SENTOSA,MASB.JK,RI,5047645439.0,ID1000161102
BANK NATIONALNOBU,NOBU.JK,RI,5037954338.0,ID1000127103
BANK NEO COMMERCE,BBYB.JK,RI,5044196692.0,ID1000133408
BANK OF INDIA INDONESIA,BSWD.JK,RI,4295874566.0,ID1000089709
BANK PANIN DUBAI SYARIAH,PNBS.JK,RI,4297868571.0,ID1000130701
BANK PEMBANGUNAN DAERAH BANTEN,BEKS.JK,RI,4295874750.0,ID1000070600
BANK PMBGN.DAERAH JAWA TIMUR,BJTM.JK,RI,5000003054.0,ID1000123904
BANK PMBGN.DJB.DAN BAT.,BJBR.JK,RI,5000008933.0,ID1000115702
BANK QNB INDONESIA,BKSW.JK,RI,4295874617.0,ID1000093503
BANK RAYA INDONESIA,AGRO.JK,RI,4298008692.0,ID1000095508
BANK VICTORIA INTL.,BVIC.JK,RI,4295874517.0,ID1000056302
BANK WOORI SAUD.INDO.190,SDRA.JK,RI,4295874737.0,ID1000105307
BARAMULTI SUKSESSARANA,BSSR.JK,RI,5037841357.0,ID1000125701
BATAVIA PROSPERINDO INTERNASIONAL,BPII.JK,RI,5001172511.0,ID1000132004
BATAVIA PROSPERINDO TRANS,BPTR.JK,RI,5063731600.0,ID1000144207
BATULICIN NUSANTARA MARITIM,BESS.JK,RI,5073497616.0,ID1000154701
BAYU BUANA,BAYU.JK,RI,4295874410.0,ID1000074107
BEKASI FAJAR INDL.EST,BEST.JK,RI,5037265618.0,ID1000122609
BENTENG API TECHNIC,BATR.JK,RI,5082983712.0,ID1000204308
BERKAH BETON SADAYA SUSP - SUSP.17/02/25,BEBS.JK,RI,5080022508.0,ID1000159601
BERKAH PRIMA PERKASA,BLUE.JK,RI,5069398728.0,ID1000149800
BERLIAN LAJU TANKER,BLTA.JK,RI,4295874526.0,ID1000099906
BERSAMA ZATTA JAYA SUSP - SUSP.23/02/26,ZATA.JK,RI,5081915007.0,ID1000176605
BETONJAYA MANUNGGAL,BTON.JK,RI,4295874779.0,ID1000071509
BFI FINANCE INDONESIA,BFIN.JK,RI,4295874542.0,ID1000124001
BHAKTI AGUNG PROPERTINDO,BAPI.JK,RI,5071082339.0,ID1000151004
BHUWANATALA INDAH PERMAI,BIPP.JK,RI,4295874670.0,ID1000076508
BIMA SAKTI PERTIWI,PAMG.JK,RI,5069410605.0,ID1000149503
BINTG.MITRA SEMESTARAYA,BMSR.JK,RI,4295874491.0,ID1000079908
BISI INTERNATIONAL,BISI.JK,RI,4295874440.0,ID1000105703
BLISS PROPERTI INDONESIA SUSP - SUSP.24/11/20,POSA.JK,RI,5069397119.0,ID1000148703
BLUEBIRD GROUP PT,BIRD.JK,RI,4296805230.0,ID1000132707
BORNEO OLAH SARANA SUKSES,BOSS.JK,RI,5060593047.0,ID1000142003
BRIGIT BIOFARMAKA TEKNOLOGI,OBAT.JK,RI,5091390805.0,ID1000208705
BUANA ARTHA ANUGERAH,STAR.JK,RI,5035171802.0,ID1000120306
BUANA FINANCE,BBLD.JK,RI,4295874669.0,ID1000104607
BUANA LINTAS LAUTAN,BULL.JK,RI,5001437475.0,ID1000133705
BUDI ACID JAYA,BUDI.JK,RI,4295874442.0,ID1000084908
BUKAKA TEKNIK UTAMA,BUKK.JK,RI,4295874447.0,ID1000080807
BUKIT DARMO PROPERTY,BKDP.JK,RI,4295874464.0,ID1000106008
BUMA INTERNASIONAL,DOID.JK,RI,4295874601.0,ID1000110505
BUMI BENOWO SUKSES SEJAHTERA,BBSS.JK,RI,5073953738.0,ID1000155500
BUMI CITRA PERMAI,BCIP.JK,RI,4298110114.0,ID1000113509
BUMI TEKNOKULTURA UNGGUL,BTEK.JK,RI,4295874787.0,ID1000098106
BUNDAMEDIK,BMHS.JK,RI,5079690883.0,ID1000161201
BUYUNG POETRA SEMBADA,HOKI.JK,RI,5047816480.0,ID1000139801
CAHAYA BINTANG MEDAN SUSP - SUSP.16/02/23,CBMF.JK,RI,5073953565.0,ID1000155708
CAHAYAPUTRA ASA KERAMIK,CAKK.JK,RI,5065355369.0,ID1000146509
CAHAYASAKTI INVESTINDO SUKSES,CSIS.JK,RI,5055940768.0,ID1000138704
CAMPINA ICE CREAM INDUSTRY,CAMP.JK,RI,5059088679.0,ID1000141500
CAPITALINC INVESTMENT,MTFN.JK,RI,4295874445.0,ID1000120405
CAPRI NUSA SATU PROPERTI SUSP - SUSP.03/07/23,CPRI.JK,RI,5067496605.0,ID1000148406
CARSURIN,CRSN.JK,RI,5074702385.0,ID1000191208
CASHLEZ WORLDWIDE INDONESIA,CASH.JK,RI,5066571441.0,ID1000155906
CATUR SENTOSA ADIPRANA,CSAP.JK,RI,4295874533.0,ID1000108301
CATURKARDA DEPO BANGUNAN,DEPO.JK,RI,5081479002.0,ID1000164304
CEMINDO GEMILANG,CMNT.JK,RI,5040253500.0,ID1000163108
CENTRAL PROTEINA PRIMA,CPRO.JK,RI,4295874795.0,ID1000105000
CENTRATAMA TELEKOMUNIKASI INDONESIA,CENT.JK,RI,4295874567.0,ID1000076805
CENTURY TEXTILE INDUSTRY SERI A PREF.,CNTX_p.JK,RI,4295874558.0,ID2000081902
CERESTAR INDONESIA PT TBK,TRGU.JK,RI,5083125984.0,ID1000168800
CHAMP RESTO INDONESIA,ENAK.JK,RI,5071512871.0,ID1000166101
CHAMPION PACIFIC INDONESIA,IGAR.JK,RI,4295874685.0,ID1000059306
CHARLIE HOSPITAL SEMARANG,RSCH.JK,RI,5086737802.0,ID1000197304
CHARNIC CAPITAL,NICK.JK,RI,5063731992.0,ID1000142706
CHEMSTAR INDONESIA,CHEM.JK,RI,5082986305.0,ID1000168701
CIKARANG LISTRINDO,POWR.JK,RI,4296673346.0,ID1000137201
CILACAP SAMUDERA FISHING INDUSTRY,ASHA.JK,RI,5082504528.0,ID1000167901
CIPTA SELERA MURNI,CSMI.JK,RI,5073952498.0,ID1000155401
CIPTADANA ASSET MANAGEMENT REIT UNITS,XCID.JK,RI,5044095927.0,IDX000000105
CITRA BORNEO UTAMA,CBUT.JK,RI,5042227148.0,ID1000176100
CITRA BUANA PRASIDA,CBPE.JK,RI,5083685626.0,ID1000181407
CITRA MARGA NUSAPHALA PERSADA,CMNP.JK,RI,4295874455.0,ID1000070402
CITRA PUTRA REALTY,CLAY.JK,RI,5067500286.0,ID1000147903
CITRA TUBINDO,CTBN.JK,RI,4295874539.0,ID1000112303
CITY RETAIL DEVELOPMENTS,NIRO.JK,RI,5037839979.0,ID1000124605
CLIPAN FINANCE INDONESIA,CFIN.JK,RI,4295874568.0,ID1000095201
COMMUNICATION CABLE SYSTEMS INDONESIA,CCSI.JK,RI,5000273883.0,ID1000149008
DAAZ BARA LESTARI,DAAZ.JK,RI,5086843759.0,ID1000206808
DAFAM PROPERTY INDONESIA,DFAM.JK,RI,5063725679.0,ID1000142607
DARMI BERSAUDARA SUSP - SUSP.18/04/24,KAYU.JK,RI,5070519605.0,ID1000149602
DARYA-VARIA LABORATORIA,DVLA.JK,RI,4295874441.0,ID1000117203
DATA SINERGITAMA JAYA,ELIT.JK,RI,5080173531.0,ID1000181506
DELTA DJAKARTA,DLTA.JK,RI,4295874419.0,ID1000136005
DELTA GIRI WACANA,DGWG.JK,RI,5083187971.0,ID1000208200
DESTINASI TIRTA NUSNT.,PDES.JK,RI,4298052292.0,ID1000111107
DEWATA FREIGHT INTERNATIONAL,DEAL.JK,RI,5053504919.0,ID1000146806
DEWI SHRI FARMINDO,DEWI.JK,RI,5083173422.0,ID1000169105
DHARMA POLIMETAL,DRMA.JK,RI,5063363226.0,ID1000165509
DHARMA SAMUDERA FISHING INDUSTRIES,DSFI.JK,RI,4295874524.0,ID1000065808
DIAGNOS LABORATORIUM UTAMA,DGNS.JK,RI,5079241996.0,ID1000158702
DIAMOND CITRA PROPERTINDO,DADA.JK,RI,5072794799.0,ID1000154503
DIASTIKA BIOTEKINDO,CHEK.JK,RI,5095914720.0,ID1000211402
DIGITAL MEDIATAMA MAXIMA,DMMX.JK,RI,5071161752.0,ID1000151806
DISTRIBUSI VOUCHER NUSANTARA,DIVA.JK,RI,5066588446.0,ID1000147002
DMS PROPERTINDO,KOTA.JK,RI,5070765344.0,ID1000150709
DOSNI ROHA INDONESIA SUSP - SUSP.30/06/25,ZBRA.JK,RI,4295874764.0,ID1000055502
DUA PUTRA UTAMA MAKMUR,DPUM.JK,RI,5046710166.0,ID1000136203
DUTA ANGGADA REALTY,DART.JK,RI,4295874565.0,ID1000089303
DUTA INTIDAYA,DAYA.JK,RI,5051002963.0,ID1000137300
DUTA PERTIWI,DUTI.JK,RI,4295874536.0,ID1000076300
DUTA PERTIWI NUSANTARA SUSP - SUSP.31/10/25,DPNS.JK,RI,4295874573.0,ID1000103500
DWI GUNA LAKSANA,DWGL.JK,RI,5047444069.0,ID1000141302
EAGLE HIGH PLANTATIONS,BWPT.JK,RI,4297883278.0,ID1000113202
EASTPARC HOTEL PT TBK,EAST.JK,RI,5069464800.0,ID1000150808
ECOCARE INDO PASIFIK,HYGN.JK,RI,5086991671.0,ID1000202906
EKA SARI LORENA,LRNA.JK,RI,5042252417.0,ID1000131204
EKADHARMA INTERNATIONAL,EKAD.JK,RI,4295874543.0,ID1000104805
ELECTRONIC CITY INDO.,ECII.JK,RI,5039582019.0,ID1000127905
ELNUSA,ELSA.JK,RI,4295874763.0,ID1000109606
EMDEKI UTAMA PT,MDKI.JK,RI,5056406621.0,ID1000140304
ENSEVAL PUTERA MEGATRADING,EPMT.JK,RI,4295874435.0,ID1000096506
ENVY TECHNOLOGIES INDONESIA,ENVY.JK,RI,5067500351.0,ID1000149909
EQUITY DEVELOPMENT INV.,GSMF.JK,RI,4295874589.0,ID1000074206
ERA GRAHA REALTY,IPAC.JK,RI,5067950253.0,ID1000160906
