name,ric,currency,org_permid,isin
VINCOM,VIC.HM,VD,4297770895.0,VN000000VIC9
JSC BK.FOR FRT.OF VIET NAM,VCB.HM,VD,4296036273.0,VN000000VCB4
VINHOMES,VHM.HM,VD,5030122334.0,VN000000VHM0
BANK FOR INVDL.OF VTM.,BID.HM,VD,5000002106.0,VN000000BID9
VTM.JST.CMLBK.FOR INTRD.,CTG.HM,VD,5000040589.0,VN000000CTG7
MILITARY COML.JST.BANK,MBB.HM,VD,4298056608.0,VN000000MBB5
PETROVIETNAM GAS,GAS.HM,VD,5000051445.0,VN000000GAS3
VTM.PSPY.JST.CMLBK.,VPB.HM,VD,4298066526.0,VN000000VPB6
VTM.TECHL.&.COML.,TCB.HM,VD,4296300475.0,VN000000TCB8
TECHCOM SECURITIES JOINT STOCK COMPANY,TCX.HM,VD,5035252419.0,VN000000TCX2
BINH SON REFINING AND PETROCHEMICAL,BSR.HM,VD,5000790372.0,VN000000BSR8
ASIA COMMERCIAL,ACB.HM,VD,4296747584.0,VN000000ACB8
FORTUNE VIETNAM JSC,LPB.HM,VD,5000665930.0,VN000000LPB7
FPT,FPT.HM,VD,4296496726.0,VN000000FPT1
HO CHI MINH CTDEV. JST. CMLBK.,HDB.HM,VD,5000951152.0,VN000000HDB1
HOA PHAT GROUP,HPG.HM,VD,4297921171.0,VN000000HPG4
MASAN CONSUMER,MCH.HM,VD,5035251799.0,VN000000MCH0
MOBILE WORLD INVESTMENT,MWG.HM,VD,5039144286.0,VN000000MWG0
VIETNAM DAIRY PRODUCTS,VNM.HM,VD,4296724081.0,VN000000VNM8
VIETNAM RUBBER GROUP,GVR.HM,VD,5000032249.0,VN000000GVR1
MASAN GROUP,MSN.HM,VD,5000062192.0,VN000000MSN4
SAIGON THUONG TIN COMMERCIAL,STB.HM,VD,4296177468.0,VN000000STB4
VIETJET AVIATION,VJC.HM,VD,5035738422.0,VN000000VJC7
VIETNAM AIRLINES,HVN.HM,VD,5001182687.0,VN000000HVN8
SAI GON - HANOI,SHB.HM,VD,4298484807.0,VN000000SHB9
SSI SECURITIES,SSI.HM,VD,5000061404.0,VN000000SSI1
VPS SECURITIES JOINT STOCK COMPANY,VCK.HM,VD,5000446715.0,VN000000VCK5
CRV RLST.GP.JSC.,CRV.HM,VD,5039926230.0,VN000000CRV0
NAM A COMMERICAL,NAB.HM,VD,5001172508.0,VN000000NAB5
GELEX ELECTRICITY,GEE.HM,VD,5068322223.0,VN000000GEE5
BECAMEX INV.&.INDV. GP.,BCM.HM,VD,5000074980.0,VN000000BCM3
DUCGIANG CHEMICALS GROUP JSC,DGC.HM,VD,5035943728.0,VN000000DGC1
GELEX GROUP,GEX.HM,VD,5000824500.0,VN000000GEX5
GELEX INFR.JSC.,GEL.HM,VD,5062347173.0,VN000000GEL0
HOANG ANH GIA LAI,HAG.HM,VD,4298142517.0,VN000000HAG6
HOCHIMINH CTY.SECS.,HCM.HM,VD,5000046486.0,VN000000HCM0
KHANG DIEN HSE.TR&IN.,KDH.HM,VD,5000633875.0,VN000000KDH2
ORIENT COMMERCIAL,OCB.HM,VD,5000952424.0,VN000000OCB9
PETROVIETNAM CA MAU FERTILIZER,DCM.HM,VD,5044347945.0,VN000000DCM9
PETROVIETNAM POWER,POW.HM,VD,4298106050.0,VN000000POW7
PHUNHUAN JEWELRY,PNJ.HM,VD,4297741525.0,VN000000PNJ6
POWER GENERATION 3,PGV.HM,VD,5040695711.0,VN000000PGV5
REFRIG.ELECT.ENGR.CORP.,REE.HM,VD,4297974796.0,VN000000REE2
SAIGON BEER- ALCOHOL- BEVERAGE,SAB.HM,VD,4297775848.0,VN000000SAB4
SOUTHEAST ASIA COMMERCIAL,SSB.HM,VD,5000952468.0,VN000000SSB6
THANH THANH CONG - BIEN HOA,SBT.HM,VD,4298365070.0,VN000000SBT4
TIEN PHONG COMMERCIAL,TPB.HM,VD,5000951313.0,VN000000TPB0
VIET NAM NATIONAL PETROLEUM GROUP,PLX.HM,VD,5000681298.0,VN000000PLX1
VIETNAM EXPORT IMPORT COMMERCIAL,EIB.HM,VD,4296869706.0,VN000000EIB7
VINCOM RETAIL,VRE.HM,VD,5039650645.0,VN000000VRE6
VIX SECURITIES,VIX.HM,VD,5000005324.0,VN000000VIX5
VNDIRECT SECURITIES,VND.HM,VD,5000676870.0,VN000000VND7
VPBANK SECURITIES JOINT STOCK COMPANY,VPX.HM,VD,5050700031.0,VN000000VPX0
VTM.MRIT.COML.JST. BK.,MSB.HM,VD,4296141562.0,VN000000MSB9
BAOVIET HOLDINGS,BVH.HM,VD,5000020423.0,VN000000BVH3
FPT DIGITAL RETAIL,FRT.HM,VD,5038908845.0,VN000000FRT7
GEMADEPT,GMD.HM,VD,4297246588.0,VN000000GMD0
KINHBAC CTDEV.SHAREHLDG.,KBC.HM,VD,4298072299.0,VN000000KBC7
NO VA LAND INVESTMENT GROUP,NVL.HM,VD,5052546762.0,VN000000NVL0
VIETCAP SECUIRITIES,VCI.HM,VD,5000726377.0,VN000000VCI9
VIETNAM INTERNATIONAL COMMERCIAL,VIB.HM,VD,4298056645.0,VN000000VIB1
